rank,userName,proxyWallet,xUsername,weather_pnl_usd,weather_volume_usd,pnl_over_volume_pct,classification,confidence,active_positions,active_weather_positions,active_nonweather_positions,recent_activity,recent_weather_activity,recent_nonweather_activity,sample_weather_titles,sample_nonweather_titles,profile_url
11,Kapii,0xb74711992caf6d04fa55eecc46b8efc95311b050,,57190.1262069312,1833451.173958,3.1192609336561086,weather specialist / weather-heavy,medium,44,5,20,200,123,69,Will global temperature increase by between 0.90–0.94ºC in July 2025? | Will global temperature increase by between 0.95–0.99ºC in July 2025? | Will global temperature increase by between 1.00–1.04ºC in July 2025? | Will global temperature increase by more than 1.19ºC in October 2025 (LS)? | Will October 2025 be the 3rd hottest on record? | Will 2025 be the hottest year on record? | Will 2025 be the hottest year on record? | Will 2025 be the hottest year on record?,Will Charles Leclerc win the 2025 F1 Azerbaijan Grand Prix? | Will Charles Leclerc win the 2025 F1 Hungarian Grand Prix? | Will Donald Trump visit Germany in 2025? | US x Venezuela military engagement by September 30? | Will Donald Trump visit South Korea in 2025?,https://polymarket.com/profile/0xb74711992caf6d04fa55eecc46b8efc95311b050
12,WeatherTraderBot,0xacc8e9dcabf9d65a5c78e3bec6941ed53a2b7d08,,57179.73756660085,1788233.3255240002,3.197554633976283,weather specialist / weather-heavy,medium,3,2,0,191,71,21,Will the highest temperature in London be 17°C on March 24? | Will the highest temperature in London be 16°C on March 24? | Will the highest temperature in London be 17°C on March 24? | Will the highest temperature in London be 17°C on March 24? | Will the highest temperature in London be 17°C on March 24? | Will the highest temperature in London be 17°C on March 24? | Will the highest temperature in London be 17°C on March 24? | Will the highest temperature in London be 17°C on March 24?,"Will Cailyn Campbell win the Greater Zion Cup at Black Desert Resort (Women's Singles) tournament? | Will Cailyn Campbell win the Greater Zion Cup at Black Desert Resort (Women's Singles) tournament? | Will the GreenLeft–Labour Party alliance win the second most seats in the 2025 Netherlands parliamentary election? | Will Ursula von der Leyen be on the Time 2025 person of the year shortlist? | Will Powell say ""Employment / Unemployment"" 20+ times during July Press Conference?",https://polymarket.com/profile/0xacc8e9dcabf9d65a5c78e3bec6941ed53a2b7d08
13,HondaCivic,0x15ceffed7bf820cd2d90f90ea24ae9909f5cd5fa,0xMarchyel,55905.35875549059,6388893.998782,0.8750396980470889,weather specialist / weather-heavy,medium,8,1,0,200,200,0,Will the highest temperature in Ankara be 14°C on April 25? | Will the highest temperature in Ankara be 14°C on April 25? | Will the highest temperature in Ankara be 14°C on April 25? | Will the highest temperature in Ankara be 14°C on April 25? | Will the highest temperature in Ankara be 14°C on April 25? | Will the highest temperature in Ankara be 14°C on April 25? | Will the highest temperature in Ankara be 14°C on April 25? | Will the highest temperature in Ankara be 14°C on April 25?,Will Oscar Piastri be the 2026 F1 Drivers' Champion? | Will Kimi Antonelli be the 2026 F1 Drivers' Champion? | Will Max Verstappen be the 2026 F1 Drivers' Champion? | Will Charles Leclerc be the 2026 F1 Drivers' Champion? | Will Lando Norris be the 2026 F1 Drivers' Champion?,https://polymarket.com/profile/0x15ceffed7bf820cd2d90f90ea24ae9909f5cd5fa
14,aenews-915,0xf1bb700a67e3e8a45dc8160a92f4e0405f41bf09,,55093.07365373363,598139.13582,9.210745519636584,weather-heavy mixed,medium,1,0,1,198,8,159,Energy infrastructure ceasefire in Ukraine in March? | Energy infrastructure ceasefire in Ukraine in March? | Will global temperature increase by between 1.20-1.24ºC in January 2025? | Will global temperature increase by less than 1.20ºC in January 2025? | 2025 January hottest on record? | Will global temperature increase by between 1.20-1.24ºC in January 2025? | Will global temperature increase by less than 1.20ºC in January 2025? | 2025 January hottest on record?,Will Zohran Mamdani win the 2025 NYC mayoral election? | Will Zohran Mamdani win the 2025 NYC mayoral election? | Will Trump sanction Russia before March? | Will Kanye launch a coin in February? | Will Apple launch an iPhone SE on February 19?,https://polymarket.com/profile/0xf1bb700a67e3e8a45dc8160a92f4e0405f41bf09
15,CoffeeLover,0xc1b399b26020a4f689108e9640fd3dc8ffc8501c,,51421.3304658311,161054.394354,31.92792762475406,not enough public recent data to classify,low,100,0,63,190,0,75,,Will Aldo Rebelo win the 2026 Brazilian presidential election? | Will Ronaldo Caiado win the 2026 Brazilian presidential election? | Will Camilo Santana win the 2026 Brazilian presidential election? | Will Romeu Zema win the 2026 Brazilian presidential election? | Will Geraldo Alckmin win the 2026 Brazilian presidential election?,https://polymarket.com/profile/0xc1b399b26020a4f689108e9640fd3dc8ffc8501c
16,junkbonds,0xdaad6f960d507dba148c1ff908db5a28743169cc,,51264.800686,864204.6855900001,5.932020682230052,profitable in weather but currently/recently generalist,low,8,0,4,193,3,69,Will 2025 be the hottest year on record? | Will global temperature increase by between 1.00ºC and 1.04ºC in September 2025? | Will global temperature increase by between 1.00ºC and 1.04ºC in September 2025?,"Will Richard Branson be confirmed to have visited Epstein’s island? | Will Iran successfully target shipping on March 31, 2026? | Will Donald Trump visit Germany in 2026? | Will Donald Trump visit the United Kingdom in 2026? | Will Donald Trump visit Pakistan in 2026?",https://polymarket.com/profile/0xdaad6f960d507dba148c1ff908db5a28743169cc
17,chilling,0x5a181dcf3eb53a09fb32b20a5a9312fb8d26f689,,50781.102384,741105.841489,6.852071531641507,profitable in weather but currently/recently generalist,low,0,0,0,196,1,98,Will NASA record 2023 as the hottest year on record? (1.03°C or higher),Will Paul Giamatti win the Oscar for Best Actor? | Will Cillian Murphy win the Oscar for Best Actor? | CZ jail before March? | Will Novak Djokovic win the Australian Open? | Will Jim Harbaugh be the next head coach of the Michigan Wolverines?,https://polymarket.com/profile/0x5a181dcf3eb53a09fb32b20a5a9312fb8d26f689
18,Poligarch,0xb40e89677d59665d5188541ad860450a6e2a7cc9,,50120.07101810637,6119248.258866001,0.8190560163250258,weather specialist / weather-heavy,medium,100,59,11,200,181,0,Will the highest temperature in Chengdu be 31°C on April 25? | Will the highest temperature in Chengdu be 31°C on April 25? | Will the highest temperature in Chengdu be 30°C on April 25? | Will the highest temperature in Chengdu be 32°C on April 25? | Will the highest temperature in Chengdu be 32°C on April 25? | Will the highest temperature in Chengdu be 30°C on April 25? | Will the highest temperature in Hong Kong be 26°C on April 25? | Will the highest temperature in Seoul be 20°C on April 25?,"Trump announces end of military operations against Iran by April 30th? | US x Iran permanent peace deal by May 31, 2026? | US x Iran diplomatic meeting by April 23, 2026? | US x Iran diplomatic meeting by April 25, 2026? | US x Iran diplomatic meeting by April 27, 2026?",https://polymarket.com/profile/0xb40e89677d59665d5188541ad860450a6e2a7cc9
19,Maskache2,0x1f66796b45581868376365aef54b51eb84184c8d,Mask4che,49973.42521944082,4620632.969570001,1.0815276943342977,weather specialist / weather-heavy,medium,100,96,2,198,198,0,Will the highest temperature in Hong Kong be 29°C or higher on April 5? | Will the highest temperature in Moscow be 11°C on March 30? | Will the highest temperature in Atlanta be between 62-63°F on April 6? | Will the highest temperature in Tokyo be 19°C on April 11? | Will the highest temperature in Seoul be 20°C on April 15? | Will the highest temperature in Hong Kong be 28°C on April 5? | Will the highest temperature in Seoul be 10°C on April 5? | Will the highest temperature in Seoul be 16°C or higher on March 26?,"Will Alexandria Ocasio-Cortez be named in newly released Epstein files by February 28? | Will Robert F. Kennedy Jr. be the first to leave the Trump Cabinet before 2027? | S&P 500 (SPX) Up or Down on January 20? | Will Israel take military action in Gaza on March 18, 2026?",https://polymarket.com/profile/0x1f66796b45581868376365aef54b51eb84184c8d
20,russell110320,0x118689b24aead1d6e9507b8068d056b2ec4f051b,,47324.31283414904,1369849.572566,3.454708734587639,weather specialist / weather-heavy,medium,12,12,0,198,198,0,Will 2026 be the hottest year on record? | Will any month of 2026 be the hottest on record? | Will April 2026 be the 4th or lower hottest on record? | Will global temperature increase by between 1.15ºC and 1.19ºC in April 2026? | Will April 2026 be the 3rd hottest on record? | Will global temperature increase by less than 1.10ºC in April 2026? | Will 2026 be the fourth-hottest year on record? | Will global temperature increase by between 1.25ºC and 1.29ºC in April 2026?,,https://polymarket.com/profile/0x118689b24aead1d6e9507b8068d056b2ec4f051b
21,HenryTheAtmoPhD,0x57ee70867b4e387de9de34fd62bc685aa02a8112,,45563.26569097416,3187574.9982000007,1.429402154198831,weather specialist / weather-heavy,medium,50,30,1,199,193,0,Will the highest temperature in Hong Kong be 23°C on April 24? | Will the highest temperature in Seoul be 19°C on April 25? | Will the highest temperature in Hong Kong be 27°C on April 25? | Will the highest temperature in Seoul be 12°C on April 25? | Will the highest temperature in Seoul be 18°C on April 25? | Will the highest temperature in Seoul be 11°C or below on April 25? | Will the highest temperature in Seoul be 15°C on April 25? | Will the highest temperature in Seoul be 13°C on April 25?,Will Elon Musk post 720-739 tweets in May 2026? | Will Elon Musk post 600-619 tweets in May 2026? | Map Handicap: NAVI.J (-1.5) vs Fire Flux Esports (+1.5) | Indian Premier League: Rajasthan Royals vs Sunrisers Hyderabad - Toss Match Double Rajasthan Royals Winner | Game Handicap: YNDX (-1.5) vs Magic (+1.5),https://polymarket.com/profile/0x57ee70867b4e387de9de34fd62bc685aa02a8112
22,JoeTheMeteorologist,0x1838cca016850ac7185a9b149fe7d0bd2d6629b4,,44964.154235028676,2101735.477598001,2.1393821779330966,weather specialist / weather-heavy,medium,41,30,0,198,166,4,Will the highest temperature in Seoul be 19°C on April 25? | Will the highest temperature in Shenzhen be 19°C on April 24? | Will the highest temperature in Hong Kong be 24°C on April 24? | Will the highest temperature in Seoul be 12°C on April 25? | Will the highest temperature in Seoul be 18°C on April 25? | Will the highest temperature in Seoul be 11°C or below on April 25? | Will the highest temperature in Seoul be 15°C on April 25? | Will the highest temperature in Seoul be 13°C on April 25?,Will Elon Musk post 700-719 tweets in May 2026? | Will SpaceX's public ticker be $STAR? | Pakistan Super League: Islamabad United vs Multan Sultans - Toss Match Double Draw | Counter-Strike: Fire Flux Esports vs NAVI Junior - Map 2 Winner | Pakistan Super League: Quetta Gladiators vs Karachi Kings - Toss Match Double Karachi Kings Winner,https://polymarket.com/profile/0x1838cca016850ac7185a9b149fe7d0bd2d6629b4
23,aboss,0xaaec89fcb2ff14b335ddd738edf355ac07038dc8,,38787.57505776774,1074084.525428,3.6112218488867733,weather specialist / weather-heavy,medium,18,11,0,186,163,16,Will the highest temperature in London be between 64-65°F on June 5? | Will the highest temperature in London between 43-44°F on February 1? | Will the highest temperature in London be between 44-45°F on January 30? | Will the highest temperature in London between 45-46°F on February 1? | Will the highest temperature in London be 68°F or below on July 26? | Will the December 2024 temperature increase be between 1.30-1.34°C? | Will the December 2024 temperature increase be between 1.20-1.24°C? | Will the highest temperature in London be 71°F or higher on May 23?,Will anyone audibly fart during Digital Asset Summit? | Will anyone audibly fart during tariff event on April 2? | Megaquake in June? | Megaquake before May? | Megaquake in January?,https://polymarket.com/profile/0xaaec89fcb2ff14b335ddd738edf355ac07038dc8
24,9985,0x63a49a02c71d3a63f391878ec310dc81a524b5dc,,37107.724799999996,385980.0,9.613898336701382,profitable in weather but currently/recently generalist,low,9,1,3,200,5,112,Russia x Ukraine ceasefire before July? | Russia x Ukraine Ceasefire in March? | Russia x Ukraine ceasefire before July? | Russia x Ukraine Ceasefire in March? | Tottenham Hotspur wins the Premier League? | Will the highest temperature in London be between 39-40°F on February 16?,"Fed decreases interest rates by 50+ bps after January 2026 meeting? | Was 9/11 an inside job? | Will Ethereum hit $10,000 by December 31? | Penguins vs. Blue Jackets | Maple Leafs vs. Capitals",https://polymarket.com/profile/0x63a49a02c71d3a63f391878ec310dc81a524b5dc
25,ANudeEgg,0x62d2bcd198bb6eab8b7eeb9d2061815dc02b9eb7,,36270.19297133055,279088.18721999996,12.99596135996234,weather specialist / weather-heavy,medium,4,0,0,189,29,5,Trump ends Ukraine war in first 90 days? | Trump ends Ukraine war in first 90 days? | Trump ends Ukraine war in first 90 days? | Trump ends Ukraine war in first 90 days? | Trump ends Ukraine war in first 90 days? | Trump ends Ukraine war in first 90 days? | Trump ends Ukraine war before inauguration? | Trump ends Ukraine war before inauguration?,Lana Del Rey divorce in 2025? | OpenAI announces it has achieved AGI in 2025? | Hailey Bieber pregnant in 2025? | Will BTS announce a new world tour in 2025? | OpenAI announces it has achieved AGI before July?,https://polymarket.com/profile/0x62d2bcd198bb6eab8b7eeb9d2061815dc02b9eb7
26,Shoemaker34,0x8093017f08d8492927eb3b43c8b87aeffe38b208,,33959.87039533079,511111.458832,6.644317948366179,weather specialist / weather-heavy,medium,29,16,9,145,88,41,Will the highest temperature in Seoul be 7°C on March 8? | Will the highest temperature in Seoul be 7°C or higher on March 6? | Will the highest temperature in Wellington be 18°C on March 9? | Will the highest temperature in Ankara be 8°C on March 7? | Will the highest temperature in Dallas be between 72-73°F on March 4? | Will the highest temperature in London be 17°C on March 2? | Will the highest temperature in London be 17°C on March 3? | Will the highest temperature in Wellington be 21°C or higher on February 21?,"Will the price of Ethereum be above $2,000 on March 1? | Will XRP dip to $1.30 February 16-22? | Will Elon Musk post 460-479 tweets from February 6 to February 13, 2026? | Will the price of Ethereum be between $1,800 and $1,900 on February 14? | Solana Up or Down on February 16?",https://polymarket.com/profile/0x8093017f08d8492927eb3b43c8b87aeffe38b208
27,1-800-LIQUIDITY,0x584eee598b341109592b985c1a253ab044fa090f,,33506.37383612122,908899.4738879998,3.686477415680635,weather specialist / weather-heavy,medium,0,0,0,175,69,69,Will the highest temperature in Seoul be 11°C on April 10? | Will the highest temperature in Seoul be 17°C or higher on April 10? | Will the highest temperature in Seoul be 15°C on April 10? | Will the highest temperature in Seoul be 16°C on April 10? | Will the highest temperature in Seoul be 10°C on April 10? | Will the highest temperature in Seoul be 10°C on April 10? | Will the highest temperature in Seoul be 10°C on April 10? | Will the highest temperature in Seoul be 10°C on April 10?,"Will the next Prime Minister of Hungary be Péter Magyar? | Will Iran strike Iraq by April 30, 2026? | Will Iran strike Iraq by April 30, 2026? | Will the next Prime Minister of Hungary be Péter Magyar? | Will Trump acquire Greenland before 2027?",https://polymarket.com/profile/0x584eee598b341109592b985c1a253ab044fa090f
28,protrade3,0x1c0f3e4c90a48e4dd93d0abcdf719a5a5f1599d0,,32652.54821895578,1404727.2375379999,2.3244760510363838,weather specialist / weather-heavy,medium,23,21,2,200,178,4,Will the highest temperature in Hong Kong be 24°C on April 25? | Will the highest temperature in Hong Kong be 23°C on April 25? | Will the highest temperature in Singapore be 35°C on April 25? | Will the highest temperature in Seoul be 20°C on April 25? | Will the highest temperature in Wellington be 17°C on April 25? | Will the highest temperature in Busan be 26°C or higher on April 25? | Will the highest temperature in Taipei be 25°C or higher on April 25? | Will the highest temperature in Singapore be 36°C or higher on April 25?,Will JD Vance win the 2028 US Presidential Election? | Will JD Vance win the 2028 US Presidential Election? | Will JD Vance win the 2028 US Presidential Election? | Will Natural Gas (NG) hit (HIGH) $4.00 in May? | Will Natural Gas (NG) hit (HIGH) $3.60 in May?,https://polymarket.com/profile/0x1c0f3e4c90a48e4dd93d0abcdf719a5a5f1599d0
29,Protrade2,0x4ffba5035905ddfd5e80db2fcbf83a7b4c62119d,,30660.44815586897,1536777.6427680003,1.9951128453849862,weather specialist / weather-heavy,medium,8,3,2,196,152,8,Will the highest temperature in Shenzhen be 27°C on April 25? | Will the highest temperature in Shenzhen be 28°C on April 25? | Will the lowest temperature in Paris be 5°C on April 27? | Will the lowest temperature in Paris be 5°C on April 27? | Will the highest temperature in Paris be 19°C on April 22? | Will the highest temperature in New York City be between 56-57°F on April 22? | Will the highest temperature in Istanbul be 10°C on April 22? | Will the highest temperature in Istanbul be 11°C on April 22?,Will JD Vance win the 2028 US Presidential Election? | Will JD Vance win the 2028 US Presidential Election? | Will there be more than 5 earthquakes of magnitude 6.5 or higher worldwide from April 27 - May 3? | Will there be exactly 5 earthquakes of magnitude 6.5 or higher worldwide from April 27 - May 3? | Will there be exactly 4 earthquakes of magnitude 6.5 or higher worldwide from April 27 - May 3?,https://polymarket.com/profile/0x4ffba5035905ddfd5e80db2fcbf83a7b4c62119d
30,neobrother,0x6297b93ea37ff92a57fd636410f3b71ebf74517e,spydenuevo,30552.894993510956,1713021.6520219997,1.7835673563989825,weather specialist / weather-heavy,medium,15,15,0,200,200,0,Will the highest temperature in Moscow be 12°C on April 25? | Will the highest temperature in Moscow be 12°C on April 26? | Will the highest temperature in Moscow be 11°C on April 25? | Will the highest temperature in Atlanta be between 80-81°F on April 25? | Will the highest temperature in Moscow be 10°C on April 25? | Will the highest temperature in Hong Kong be 20°C on April 24? | Will the highest temperature in Miami be between 86-87°F on April 25? | Will the highest temperature in Miami be between 88-89°F on April 25?,,https://polymarket.com/profile/0x6297b93ea37ff92a57fd636410f3b71ebf74517e
31,Nowhere-Man,0x45580feac3b916a88b7513929e26f86b3adea2b3,,30410.336522365626,971806.58968,3.1292581101327226,weather-heavy mixed,medium,19,0,1,174,51,56,Will Ukraine agree to cede territory to Russia in 2025? | Will Ukraine agree to cede territory to Russia in 2025? | US recognizes Russian sovereignty over Ukraine? | US recognizes Russian sovereignty over Ukraine? | Will Ukraine agree to cede territory to Russia in 2025? | Will Ukraine agree to cede territory to Russia in 2025? | Will Ukraine agree to cede territory to Russia in 2025? | Will Ukraine agree to cede territory to Russia in 2025?,"Will Crude Oil (CL) hit (HIGH) $100 by end of March? | Will France, UK, or Germany strike Iran by June 30? | Will Abdel Fattah el-Sisi be the first leader out in 2025? | Will UK strike Iran by April 30? | Will Emmanuel Macron be the first leader out in 2025?",https://polymarket.com/profile/0x45580feac3b916a88b7513929e26f86b3adea2b3
32,NoonienSoong,0x38cc1d1f95d12039324809d8bb6ca6da6cbef88e,,30261.126102115253,5510291.791523,0.5491746580220813,weather specialist / weather-heavy,medium,0,0,0,197,191,0,Will the highest temperature in San Francisco be between 60-61°F on April 24? | Will the highest temperature in Miami be between 80-81°F on April 24? | Will the highest temperature in San Francisco be between 60-61°F on April 24? | Will the highest temperature in Miami be between 80-81°F on April 24? | Will the highest temperature in Miami be between 80-81°F on April 24? | Will the highest temperature in New York City be between 60-61°F on April 24? | Will the highest temperature in Shenzhen be 19°C on April 24? | Will the highest temperature in New York City be between 60-61°F on April 24?,"Will ""Big Mistakes: Season 1"" be the #2 US Netflix show this week? | Will ""Thrash"" be the top US Netflix movie this week? | Will ""Thrash"" be the top US Netflix movie this week? | Will ""Thrash"" be the top US Netflix movie this week? | Will ""Thrash"" be the top US Netflix movie this week?",https://polymarket.com/profile/0x38cc1d1f95d12039324809d8bb6ca6da6cbef88e
33,khalidakup,0x97eb7ddf9139a3db0be99e81217e20546e219fbe,,29585.79062527351,1994067.6315389997,1.4836904304213352,weather specialist / weather-heavy,medium,3,0,1,172,169,0,"Will the highest temperature in London be 16°C on April 6? | Will the highest temperature in London be 16°C on April 6? | Will the highest temperature in Moscow be 14°C or higher on April 4? | Will the highest temperature in Dallas be between 74-75°F on April 4? | Will the highest temperature in Dallas be between 74-75°F on April 4? | Ukraine strikes another tanker in Black Sea by March 31, 2026? | Will the highest temperature in Taipei be 30°C on April 3? | Will the highest temperature in Taipei be 32°C on April 3?",Will Trump talk to Xi Jinping in March? | Will Gavin Newsom win the 2028 Democratic presidential nomination? | Will Gavin Newsom win the 2028 Democratic presidential nomination? | Will Gavin Newsom win the 2028 Democratic presidential nomination? | Will Gavin Newsom win the 2028 Democratic presidential nomination?,https://polymarket.com/profile/0x97eb7ddf9139a3db0be99e81217e20546e219fbe
