bucket,rank,handle,wallet,x_username,pnl,volume,roi_pct,class,active_weather,recent_weather,active_nonweather,recent_nonweather,score,profile,sample_weather_titles
LIVE_CORE,100,0x4CE3f17Be91C3d0D6dbFed7Bd4D326957dec4291-1768045938794,0x4ce3f17be91c3d0d6dbfed7bd4d326957dec4291,,11588.69,523888.72,2.21,weather specialist / weather-heavy,98,200,0,0,239.8,https://polymarket.com/profile/0x4ce3f17be91c3d0d6dbfed7bd4d326957dec4291,Will the highest temperature in Shenzhen be 26°C on March 26? | Will the highest temperature in Wellington be 20°C on March 18? | Will the highest temperature in Shenzhen be 22°C on March 28? | Will the highest temperature in Tel Aviv be 19°C on March 13? | Will the highest temperature in Tel Aviv be 21°C on March 13? | Will the highest temperature in Wellington be 18°C on March 23? | Will the highest temperature in Ankara be 10°C on March 10? | Will the highest temperature in Busan be 23°C on April 12?
LIVE_CORE,125,huskyvs,0xaf17116ae2b1476032785a67bd5b7c8c05905c20,husky_vs,9288.91,315923.52,2.94,weather specialist / weather-heavy,99,198,1,1,239.7,https://polymarket.com/profile/0xaf17116ae2b1476032785a67bd5b7c8c05905c20,Will the highest temperature in Lucknow be 42°C on April 24? | Will the highest temperature in Buenos Aires be 26°C or higher on April 23? | Will the highest temperature in Tokyo be 16°C on April 25? | Will the highest temperature in Busan be 23°C or higher on April 23? | Will the highest temperature in Busan be 22°C on April 23? | Will the highest temperature in Busan be 21°C on April 23? | Will the highest temperature in Wuhan be 18°C on April 23? | Will the highest temperature in Busan be 18°C on April 23?
LIVE_CORE,111,0xeC86a2d3f69015b1A9382e4dfA8695E1B48760E4-1770735132210,0xec86a2d3f69015b1a9382e4dfa8695e1b48760e4,,10474.8,929411.55,1.13,weather specialist / weather-heavy,100,200,0,0,237.3,https://polymarket.com/profile/0xec86a2d3f69015b1a9382e4dfa8695e1b48760e4,Will the highest temperature in Shanghai be 21°C on April 26? | Will the highest temperature in Shanghai be 20°C on April 26? | Will the highest temperature in Beijing be 23°C on April 26? | Will the highest temperature in Beijing be 22°C on April 26? | Will the highest temperature in Moscow be 13°C on April 26? | Will the highest temperature in Singapore be 34°C on April 26? | Will the highest temperature in Istanbul be 20°C on April 26? | Will the highest temperature in Seoul be 17°C on April 26?
LIVE_CORE,144,Walter-Weather,0x85c06787486a90e05ba1df96c034ef95c8cce01d,,7794.98,315614.76,2.47,weather specialist / weather-heavy,99,200,0,0,237.2,https://polymarket.com/profile/0x85c06787486a90e05ba1df96c034ef95c8cce01d,Will the highest temperature in Denver be 80°F or higher on March 28? | Will the highest temperature in London be 8°C on March 26? | Will the highest temperature in London be 11°C on March 21? | Will the highest temperature in London be 13°C or higher on December 14? | Will the highest temperature in London be 13°C on March 4? | Will the highest temperature in Munich be 11°C or higher on April 1? | Will the highest temperature in London be 11°C on March 17? | Will the highest temperature in Paris be 18°C on April 21?
LIVE_CORE,131,heimaokuaipao,0x1361f345f4bf87d1a39b46577e8e448abab9f12b,,8866.39,467853.7,1.9,weather specialist / weather-heavy,100,198,0,0,237.1,https://polymarket.com/profile/0x1361f345f4bf87d1a39b46577e8e448abab9f12b,Will the highest temperature in Hong Kong be 28°C on April 23? | Will the highest temperature in Ankara be 11°C on April 19? | Will the highest temperature in Warsaw be 12°C on April 20? | Will the highest temperature in Munich be 22°C or higher on April 25? | Will the highest temperature in Chicago be between 82-83°F on April 17? | Will the highest temperature in Tel Aviv be 34°C on April 15? | Will the highest temperature in Houston be between 82-83°F on April 18? | Will the highest temperature in Houston be between 80-81°F on April 18?
LIVE_CORE,79,GbushiCshuo,0xfbb7fc19f80b26152fc5886b5eafa7d437f26f27,,14236.18,3997602.42,0.36,weather specialist / weather-heavy,99,197,1,2,237.1,https://polymarket.com/profile/0xfbb7fc19f80b26152fc5886b5eafa7d437f26f27,Will the highest temperature in Atlanta be 41°F or below on February 25? | Will the highest temperature in Atlanta be between 42-43°F on February 25? | Will the highest temperature in London be 12°C or below on February 25? | Will the highest temperature in Wellington be 13°C or below on March 1? | Will the highest temperature in Wellington be 13°C on March 9? | Will the highest temperature in Wellington be 12°C or below on March 4? | Will the highest temperature in Wellington be 12°C on March 9? | Will the highest temperature in Wellington be 17°C on March 11?
LIVE_CORE,138,neandertal,0x072ac151bf0ecaa1da3c295c42b35fc66f1c3e85,,8276.25,214694.68,3.85,weather specialist / weather-heavy,91,198,6,2,236.4,https://polymarket.com/profile/0x072ac151bf0ecaa1da3c295c42b35fc66f1c3e85,Will the highest temperature in Buenos Aires be 35°C or higher on December 11? | Will the highest temperature in Dallas be 56°F or higher on December 8? | Will the highest temperature in Dallas be 67°F or higher on December 13? | Will the highest temperature in London be between 59-60°F on December 10? | Will the highest temperature in Dallas be between 54-55°F on December 8? | Will the highest temperature in Buenos Aires be 32°C or higher on December 20? | Will the highest temperature in Buenos Aires be 33°C or higher on December 10? | Will the highest temperature in Atlanta be between 54-55°F on December 11?
LIVE_CORE,136,FohnHairdryer,0x89b44e69ef23081e604282b4c5f7aa8e4c1355bc,PiratesPredict,8419.13,404613.01,2.08,weather specialist / weather-heavy,97,199,2,0,235.7,https://polymarket.com/profile/0x89b44e69ef23081e604282b4c5f7aa8e4c1355bc,Will the highest temperature in Seoul be 10°C on March 13? | Will the highest temperature in Tel Aviv be 19°C on March 16? | Will the highest temperature in Seoul be 14°C on March 23? | Will the highest temperature in Seoul be 5°C on February 18? | Will the highest temperature in Tokyo be 24°C on April 14? | Will the highest temperature in Lagos be 33°C on April 20? | Will the highest temperature in Singapore be 35°C or higher on April 6? | Will the highest temperature in Lagos be 28°C or below on April 20?
LIVE_CORE,142,oleksiyz,0xfd8e46519d0a8f9c35e5010ef4e7f56f7583aea4,,7874.35,451291.53,1.74,weather specialist / weather-heavy,100,198,0,0,235.6,https://polymarket.com/profile/0xfd8e46519d0a8f9c35e5010ef4e7f56f7583aea4,Will the highest temperature in Munich be 18°C on April 27? | Will the highest temperature in Ankara be 19°C on April 26? | Will the highest temperature in New York City be between 50-51°F on April 26? | Will the highest temperature in Tokyo be 21°C or higher on April 27? | Will the highest temperature in London be 19°C on April 25? | Will the highest temperature in Taipei be 25°C or higher on April 25? | Will the highest temperature in Milan be 24°C on April 27? | Will the highest temperature in Shanghai be 25°C on April 26?
LIVE_CORE,116,Lex-tang,0xaa930fdc4caa3c0f6067404a7bd7899ca45f0bc7,lex_tang,9831.73,627609.06,1.57,weather specialist / weather-heavy,97,197,0,0,235.4,https://polymarket.com/profile/0xaa930fdc4caa3c0f6067404a7bd7899ca45f0bc7,Will the highest temperature in Guangzhou be 26°C on April 23? | Will the highest temperature in New York City be between 74-75°F on April 23? | Will the highest temperature in Munich be 15°C on April 22? | Will the highest temperature in Paris be 21°C on April 24? | Will the highest temperature in Shenzhen be 29°C on April 23? | Will the highest temperature in Moscow be 8°C on April 23? | Will the highest temperature in Guangzhou be 25°C on April 23? | Will the highest temperature in Taipei be 24°C on April 25?
LIVE_CORE,127,neophyt,0x3da3958abf6ec9cbab635824447e5e0c24fc0fdc,,9044.31,817458.45,1.11,weather specialist / weather-heavy,99,200,0,0,235.3,https://polymarket.com/profile/0x3da3958abf6ec9cbab635824447e5e0c24fc0fdc,Will the highest temperature in New York City be 39°F or below on December 10? | Will the highest temperature in London be between 50-51°F on November 29? | Will the highest temperature in New York City be between 38-39°F on December 7? | Will the highest temperature in Atlanta be between 48-49°F on January 23? | Will the highest temperature in New York City be between 33-34°F on December 2? | Will the highest temperature in London be 58°F or higher on October 23? | Will the highest temperature in New York City be between 45-46°F on November 27? | Will the highest temperature in New York City be between 37-38°F on December 2?
CORE_FOLLOW,82,mkuu,0x5b0cf4ac002d771110689ebab5176a899a513b83,,13556.27,62874.99,21.56,weather specialist / weather-heavy,4,180,0,20,233.6,https://polymarket.com/profile/0x5b0cf4ac002d771110689ebab5176a899a513b83,Will the highest temperature in Dallas be between 50-51°F on March 28? | Will the highest temperature in Munich be 5°C or below on March 28? | Will the highest temperature in Dallas be between 58-59°F on April 10? | Will the highest temperature in Ankara be 18°C or higher on March 28? | Will the highest temperature in Dallas be between 58-59°F on April 10? | Will the highest temperature in Ankara be 18°C or higher on March 28? | Will the highest temperature in Ankara be 18°C or higher on March 28? | Will the highest temperature in Ankara be 18°C or higher on March 28?
LIVE_CORE,162,newbees,0xc1355f88441c00dde5c6be5254d101d2d624a01a,,7115.94,342630.14,2.08,weather specialist / weather-heavy,94,200,0,0,232.6,https://polymarket.com/profile/0xc1355f88441c00dde5c6be5254d101d2d624a01a,Will the highest temperature in Paris be 24°C on April 24? | Will the highest temperature in Paris be 22°C on April 24? | Will the highest temperature in Paris be 25°C or higher on April 24? | Will the highest temperature in Paris be 21°C on April 24? | Will the highest temperature in Guangzhou be 29°C on April 25? | Will the highest temperature in Guangzhou be 31°C on April 25? | Will the highest temperature in Guangzhou be 33°C on April 25? | Will the highest temperature in Guangzhou be 32°C on April 25?
LIVE_CORE,155,StayFreshCheeseBags,0xc34f6b088bb9172625ee1ea2ee8da9ac4f037d2e,,7272.38,3436855.96,0.21,weather specialist / weather-heavy,100,200,0,0,231.5,https://polymarket.com/profile/0xc34f6b088bb9172625ee1ea2ee8da9ac4f037d2e,Will the highest temperature in Tokyo be 17°C on April 4? | Will the highest temperature in Lagos be 33°C on April 23? | Will the highest temperature in Houston be between 80-81°F on April 4? | Will the highest temperature in New York City be 55°F or below on April 22? | Will the highest temperature in Sao Paulo be 26°C on April 22? | Will the highest temperature in Toronto be 19°C or higher on April 22? | Will the highest temperature in Los Angeles be between 68-69°F on April 15? | Will the highest temperature in New York City be between 78-79°F on April 13?
LIVE_CORE,171,marchyel,0x6d393e0510fd9363cad4177c76bb003cd000cb7c,,6710.25,373975.35,1.79,weather specialist / weather-heavy,94,200,0,0,231.4,https://polymarket.com/profile/0x6d393e0510fd9363cad4177c76bb003cd000cb7c,Will the highest temperature in London be 13°C or higher on December 13? | Will the highest temperature in Seattle be between 52-53°F on December 9? | Will the highest temperature in London be between 59-60°F on December 10? | Will the highest temperature in Seoul be 7°C on December 19? | Will the highest temperature in Seoul be 9°C on December 20? | Will the highest temperature in London be 14°C or higher on December 16? | Will the highest temperature in Toronto be 5°C on December 19? | Will the highest temperature in Seattle be between 50-51°F on December 9?
LIVE_CORE,40,0x77266604E63f5cAF08D19CaEBae0C563ce64aEE,0x77266604e63f5caf08d19caebae0c563ce064aee,,24256.28,230245.16,10.53,weather specialist / weather-heavy,28,200,1,0,229.2,https://polymarket.com/profile/0x77266604e63f5caf08d19caebae0c563ce064aee,Will the highest temperature in New York City be between 56-57°F on April 18? | Will the highest temperature in New York City be between 54-55°F on April 18? | Will the highest temperature in Seoul be 21°C on April 19? | Will the highest temperature in Seoul be 17°C on April 19? | Will the highest temperature in Seoul be 18°C on April 19? | Will the highest temperature in Seoul be 19°C on April 25? | Will the highest temperature in Seoul be 18°C on April 25? | Will the highest temperature in Seoul be 20°C on April 19?
CORE_FOLLOW,50,MrFox,0x53501b3d13852aabc77db40b536e625a1098cbc2,,21382.09,113878.07,18.78,weather specialist / weather-heavy,0,180,0,11,228.8,https://polymarket.com/profile/0x53501b3d13852aabc77db40b536e625a1098cbc2,Will the highest temperature in NYC be between 59-60°F on March 16? | Will the highest temperature in NYC be between 57-58°F on March 16? | Will the highest temperature in NYC be between 61-62°F on March 16? | Will the highest temperature in NYC be 72°F or higher on March 31? | Will the highest temperature in NYC be 83°F or higher on May 2? | Will the highest temperature in NYC be 79°F or higher on May 3? | Will the highest temperature in NYC be 79°F or higher on May 3? | Will the highest temperature in NYC be 79°F or higher on May 3?
LIVE_CORE,517,Jiuzhou,0x5499a872abba0f503ea8da708eaab775dffecf6d,,2332.69,74670.66,3.12,weather specialist / weather-heavy,100,200,0,0,227.9,https://polymarket.com/profile/0x5499a872abba0f503ea8da708eaab775dffecf6d,Will the highest temperature in Manila be 39°C on April 25? | Will the highest temperature in San Francisco be between 54-55°F on April 24? | Will the highest temperature in Panama City be 29°C on April 25? | Will the highest temperature in Warsaw be 13°C on April 24? | Will the highest temperature in Munich be 19°C on April 24?
LIVE_CORE,75,cyberkurajber,0xf6f79fb0b579918f101bb6d0a264a492ce9de0da,,15394.3,599785.9,2.57,weather specialist / weather-heavy,67,198,0,0,225.9,https://polymarket.com/profile/0xf6f79fb0b579918f101bb6d0a264a492ce9de0da,Will the highest temperature in Manila be 40°C or higher on April 25? | Will the highest temperature in Tokyo be 16°C on April 25? | Will the highest temperature in Manila be 39°C on April 25? | Will the highest temperature in Wuhan be 29°C on April 25? | Will the highest temperature in Amsterdam be 18°C on April 24? | Will the highest temperature in Chicago be 76°F or higher on April 24? | Will the highest temperature in Shenzhen be 31°C or higher on April 25? | Will the highest temperature in Chicago be between 74-75°F on April 24?
LIVE_CORE,110,738925,0x100a50d9f27bc1a884f8a47accad209a9188c6ce,,10622.67,2916916.35,0.36,weather specialist / weather-heavy,87,189,1,2,225.9,https://polymarket.com/profile/0x100a50d9f27bc1a884f8a47accad209a9188c6ce,Will the highest temperature in Austin be between 78-79°F on April 4? | Will the highest temperature in Tel Aviv be 25°C on April 2? | Will the highest temperature in Dallas be between 74-75°F on April 4? | Will the highest temperature in Chicago be between 62-63°F on April 18? | Will the highest temperature in Guangzhou be 27°C on April 23? | Will the highest temperature in Dallas be between 74-75°F on April 18? | Will the highest temperature in Toronto be 9°C on April 5? | Will the highest temperature in Istanbul be 16°C on April 8?
LIVE_CORE,691,punch-the-macaque,0x5c38621380ec9d525bae6f6944ab54eda1cdf194,,1747.29,50182.78,3.48,weather specialist / weather-heavy,100,199,0,0,225.8,https://polymarket.com/profile/0x5c38621380ec9d525bae6f6944ab54eda1cdf194,Will the highest temperature in Seoul be 14°C on April 21? | Will the highest temperature in Seoul be 20°C on April 25? | Will the highest temperature in Paris be 22°C on April 23? | Will the highest temperature in Paris be 15°C on April 20? | Will the highest temperature in Seoul be 15°C on April 20?
LIVE_CORE,18,Poligarch,0xb40e89677d59665d5188541ad860450a6e2a7cc9,,50120.07,6119248.26,0.82,weather specialist / weather-heavy,59,181,11,0,224.7,https://polymarket.com/profile/0xb40e89677d59665d5188541ad860450a6e2a7cc9,Will the highest temperature in Chengdu be 31°C on April 25? | Will the highest temperature in Chengdu be 31°C on April 25? | Will the highest temperature in Chengdu be 30°C on April 25? | Will the highest temperature in Chengdu be 32°C on April 25? | Will the highest temperature in Chengdu be 32°C on April 25? | Will the highest temperature in Chengdu be 30°C on April 25? | Will the highest temperature in Hong Kong be 26°C on April 25? | Will the highest temperature in Seoul be 20°C on April 25?
LIVE_CORE,599,sdgoppa,0x8eea2d8458fcad16bf50dec2b7de76e989d6e285,,2010.52,87967.01,2.29,weather specialist / weather-heavy,100,200,0,0,224.4,https://polymarket.com/profile/0x8eea2d8458fcad16bf50dec2b7de76e989d6e285,Will the highest temperature in Paris be 14°C on March 22? | Will the highest temperature in Paris be 24°C or higher on April 6? | Will the highest temperature in Seoul be 13°C on March 28? | Will the highest temperature in Seoul be 11°C on March 28? | Will the highest temperature in Paris be 23°C on April 6?
LIVE_CORE,522,hotcold,0xc1200dd35a85da9b9ba552582d6103dd3d39a7e3,,2323.26,153819.49,1.51,weather specialist / weather-heavy,100,200,0,0,223.8,https://polymarket.com/profile/0xc1200dd35a85da9b9ba552582d6103dd3d39a7e3,Will the highest temperature in Chengdu be 34°C or higher on April 25? | Will the highest temperature in Chengdu be 33°C on April 25? | Will the highest temperature in Wellington be 19°C or higher on April 25? | Will the highest temperature in Wellington be 18°C on April 25? | Will the highest temperature in Guangzhou be 34°C or higher on April 25?
LIVE_CORE,605,0x2048,0xecc8b1562f4a521d0856e3f89c5bfa8bba969335,,1993.01,120176.58,1.66,weather specialist / weather-heavy,100,200,0,0,222.7,https://polymarket.com/profile/0xecc8b1562f4a521d0856e3f89c5bfa8bba969335,Will the highest temperature in Kuala Lumpur be 35°C on April 27? | Will the highest temperature in Taipei be 34°C or higher on April 27? | Will the highest temperature in Sao Paulo be 27°C on April 25? | Will the highest temperature in Tel Aviv be 31°C or higher on April 26? | Will the highest temperature in Busan be 18°C on April 26?
LIVE_CORE,666,tianqizhishen,0x13d3ed7ebeec50ee794cf0e783df1991ceb7415e,,1805.32,92088.15,1.96,weather specialist / weather-heavy,100,199,0,0,222.3,https://polymarket.com/profile/0x13d3ed7ebeec50ee794cf0e783df1991ceb7415e,Will the highest temperature in Lucknow be 33°C or below on April 4? | Will the highest temperature in Los Angeles be 78°F or higher on April 3? | Will the highest temperature in Beijing be 18°C or below on April 14? | Will the highest temperature in Chicago be between 58-59°F on April 4? | Will the highest temperature in Wuhan be 21°C on April 6?
LIVE_CORE,1581,0x98e9cf8704286c45a124a6f35b4e7de847e32ea5,0x98e9cf8704286c45a124a6f35b4e7de847e32ea5,,558.27,8386.57,6.66,weather specialist / weather-heavy,100,195,0,0,222.0,https://polymarket.com/profile/0x98e9cf8704286c45a124a6f35b4e7de847e32ea5,Will the highest temperature in Dallas be between 82-83°F on March 30? | Will the highest temperature in Madrid be 14°C or higher on April 8? | Will the highest temperature in Milan be 21°C or higher on April 20? | Will the highest temperature in Kuala Lumpur be 29°C on April 21? | Will the highest temperature in Karachi be 36°C or higher on April 25?
LIVE_CORE,1335,Mr.Z.,0x31646b754f77b973910e7376b7015cb81fe83c65,,738.56,14391.34,5.13,weather specialist / weather-heavy,100,200,0,0,221.9,https://polymarket.com/profile/0x31646b754f77b973910e7376b7015cb81fe83c65,Will the highest temperature in Taipei be 34°C or higher on April 27? | Will the highest temperature in Ankara be 21°C on April 26? | Will the highest temperature in Seattle be between 60-61°F on April 27? | Will the highest temperature in Paris be 20°C on April 26? | Will the highest temperature in Shanghai be 27°C on April 26?
LIVE_CORE,570,poligami,0x6beefb1c8d4b91b9b6d437840c241e74e6997e78,,2136.62,176818.18,1.21,weather specialist / weather-heavy,100,198,0,0,221.8,https://polymarket.com/profile/0x6beefb1c8d4b91b9b6d437840c241e74e6997e78,Will the highest temperature in London be 19°C on April 24? | Will the highest temperature in Munich be 20°C or higher on April 23? | Will the highest temperature in London be 19°C on April 23? | Will the highest temperature in Paris be 24°C on April 24? | Will the highest temperature in London be 18°C on April 25?
LIVE_CORE,664,Lmaccoinz,0x05c8b2793f773d0f2d3fd1eb6be7c22d11cc092a,,1807.88,87659.36,2.06,weather specialist / weather-heavy,98,199,0,0,221.5,https://polymarket.com/profile/0x05c8b2793f773d0f2d3fd1eb6be7c22d11cc092a,Will the highest temperature in London be 1°C on January 3? | Will the highest temperature in Paris be 12°C on April 12? | Will the highest temperature in Wuhan be 23°C or below on April 17? | Will the highest temperature in New York City be between 30-31°F on December 31? | Will the highest temperature in London be 9°C on February 6?
LIVE_CORE,564,PaulaLolik,0x3a2c067d262e5b2b2100251359e4c7b877283d80,,2153.2,495331.01,0.43,weather specialist / weather-heavy,100,200,0,0,220.4,https://polymarket.com/profile/0x3a2c067d262e5b2b2100251359e4c7b877283d80,Will the highest temperature in Taipei be 33°C on April 23? | Will the highest temperature in Warsaw be 17°C on April 23? | Will the highest temperature in Chengdu be 28°C on April 23? | Will the highest temperature in Karachi be 34°C on April 23? | Will the highest temperature in Munich be 18°C on April 23?
LIVE_CORE,546,0x173516ae13b47be650a6df996ec4ff2f24950319,0x173516ae13b47be650a6df996ec4ff2f24950319,,2249.51,697854.64,0.32,weather specialist / weather-heavy,99,200,0,0,220.0,https://polymarket.com/profile/0x173516ae13b47be650a6df996ec4ff2f24950319,Will the highest temperature in Shanghai be 11°C on March 20? | Will the highest temperature in Madrid be 18°C on April 14? | Will the highest temperature in Madrid be 30°C or higher on April 17? | Will the highest temperature in Shanghai be 9°C on March 19? | Will the highest temperature in Istanbul be 14°C on April 17?
LIVE_CORE,1255,Alrescha-114,0xdd657949299d01d718028b25a8dfc353927ac0b1,,819.44,20809.41,3.94,weather specialist / weather-heavy,100,200,0,0,219.9,https://polymarket.com/profile/0xdd657949299d01d718028b25a8dfc353927ac0b1,Will the highest temperature in Seoul be 11°C on March 1? | Will the highest temperature in Seoul be 11°C on March 17? | Will the highest temperature in Ankara be 14°C or higher on February 13? | Will the highest temperature in Ankara be 15°C on April 3? | Will the highest temperature in Chengdu be 28°C on April 14?
LIVE_CORE,594,ruth777,0xb9033854e54310cca8a22368d16ed53cdfbea41b,,2034.45,529700.43,0.38,weather specialist / weather-heavy,100,200,0,0,219.7,https://polymarket.com/profile/0xb9033854e54310cca8a22368d16ed53cdfbea41b,Will the highest temperature in Helsinki be 11°C on April 24? | Will the highest temperature in Miami be between 80-81°F on April 24? | Will the highest temperature in Hong Kong be 27°C on April 27? | Will the highest temperature in Atlanta be between 82-83°F on April 24? | Will the lowest temperature in London be 6°C on April 27?
