action,reject_reason,city,date,station,side,temp,unit,kind,forecast_max_c,p_side,best_bid,best_ask,edge_vs_ask,volume,liquidity,score,held,question,url,resolutionSource
REJECT,"ask_too_high,edge_lt_12pts",Dallas,April 27,KDAL,YES,88,F,higher,33,0.9391,0.867,0.922,0.0171,8813.099011999997,53155.34944,8.48,False,Will the highest temperature in Dallas be 88°F or higher on April 27?,https://polymarket.com/event/highest-temperature-in-dallas-on-april-27-2026,https://www.wunderground.com/history/daily/us/tx/dallas/KDAL
REJECT,edge_lt_12pts,Taipei,April 27,RCSS,YES,34,C,higher,31,0.0371,0.011,0.02,0.0171,5876.30618,25454.86421,7.88,False,Will the highest temperature in Taipei be 34°C or higher on April 27?,https://polymarket.com/event/highest-temperature-in-taipei-on-april-27-2026,https://www.wunderground.com/history/daily/tw/taipei/RCSS
REJECT,edge_lt_12pts,Toronto,April 27,CYYZ,YES,20,C,higher,17,0.0371,0.02,0.021,0.0161,2165.549129,16822.10503,6.25,False,Will the highest temperature in Toronto be 20°C or higher on April 27?,https://polymarket.com/event/highest-temperature-in-toronto-on-april-27-2026,https://www.wunderground.com/history/daily/ca/mississauga/CYYZ
REJECT,"ask_too_high,edge_lt_12pts",Tokyo,April 27,RJTT,NO,21,C,higher,18,0.9629,0.93,0.95,0.0129,6206.809526,50316.92688,7.53,False,Will the highest temperature in Tokyo be 21°C or higher on April 27?,https://polymarket.com/event/highest-temperature-in-tokyo-on-april-27-2026,https://www.wunderground.com/history/daily/jp/tokyo/RJTT
REJECT,"ask_too_high,edge_lt_12pts",Jeddah,April 27,OEJN,NO,38,C,higher,35,0.9629,0.66,0.95,0.0129,1383.290763,20089.15805,6.57,False,Will the highest temperature in Jeddah be 38°C or higher on April 27?,https://polymarket.com/event/highest-temperature-in-jeddah-on-april-27-2026,https://www.wunderground.com/history/daily/sa/jeddah/OEJN
REJECT,"ask_too_high,edge_lt_12pts",Seattle,April 27,KSEA,NO,68,F,higher,15,0.9996,0.986,0.987,0.0126,3846.473366,20828.57604,7.03,False,Will the highest temperature in Seattle be 68°F or higher on April 27?,https://polymarket.com/event/highest-temperature-in-seattle-on-april-27-2026,https://www.wunderground.com/history/daily/us/wa/seatac/KSEA
REJECT,"ask_too_high,edge_lt_12pts",Mexico City,April 27,MMMX,YES,23,C,higher,29,1.0,0.982,0.988,0.012,32512.030211999994,59699.24448,12.7,False,Will the highest temperature in Mexico City be 23°C or higher on April 27?,https://polymarket.com/event/highest-temperature-in-mexico-city-on-april-27-2026,https://www.wunderground.com/history/daily/mx/mexico-city/MMMX
REJECT,"already_held,ask_too_high,edge_lt_12pts",Seoul,April 27,RKSI,NO,23,C,higher,16,1.0,0.98,0.989,0.011,11073.127671,32014.53551,8.31,True,Will the highest temperature in Seoul be 23°C or higher on April 27?,https://polymarket.com/event/highest-temperature-in-seoul-on-april-27-2026,https://www.wunderground.com/history/daily/kr/incheon/RKSI
REJECT,"ask_too_high,edge_lt_12pts",Shanghai,April 27,ZSPD,NO,31,C,higher,26,0.9993,0.989,0.99,0.0093,7840.093396,33896.86833,7.5,False,Will the highest temperature in Shanghai be 31°C or higher on April 27?,https://polymarket.com/event/highest-temperature-in-shanghai-on-april-27-2026,https://www.wunderground.com/history/daily/cn/shanghai/ZSPD
REJECT,"ask_too_high,edge_lt_12pts",Chengdu,April 27,ZUUU,NO,29,C,higher,23,1.0,0.99,0.991,0.009,4020.467623,30160.73598,6.7,False,Will the highest temperature in Chengdu be 29°C or higher on April 27?,https://polymarket.com/event/highest-temperature-in-chengdu-on-april-27-2026,https://www.wunderground.com/history/daily/cn/chengdu/ZUUU
REJECT,"ask_too_high,edge_lt_12pts",Chongqing,April 27,ZUCK,NO,25,C,higher,21,0.9938,0.932,0.987,0.0068,1673.5454,34616.99447,6.01,False,Will the highest temperature in Chongqing be 25°C or higher on April 27?,https://polymarket.com/event/highest-temperature-in-chongqing-on-april-27-2026,https://www.wunderground.com/history/daily/cn/chongqing/ZUCK
REJECT,"ask_too_high,edge_lt_12pts",Lagos,April 27,DNMM,NO,37,C,higher,33,0.9938,0.93,0.987,0.0068,474.72493000000003,9451.0876,3.14,False,Will the highest temperature in Lagos be 37°C or higher on April 27?,https://polymarket.com/event/highest-temperature-in-lagos-on-april-27-2026,https://www.wunderground.com/history/daily/ng/lagos/DNMM
REJECT,edge_lt_12pts,Buenos Aires,April 25,SAEZ,YES,27,C,higher,24,0.0371,0.005,0.031,0.0061,31426.504522000003,188876.23498,11.89,False,Will the highest temperature in Buenos Aires be 27°C or higher on April 25?,https://polymarket.com/event/highest-temperature-in-buenos-aires-on-april-25-2026,https://www.wunderground.com/history/daily/ar/ezeiza/SAEZ
REJECT,edge_lt_12pts,Shenzhen,April 26,ZGSZ,YES,32,C,higher,29,0.0371,0.012,0.031,0.0061,21740.243555,35425.19382,9.96,False,Will the highest temperature in Shenzhen be 32°C or higher on April 26?,https://polymarket.com/event/highest-temperature-in-shenzhen-on-april-26-2026,https://www.wunderground.com/history/daily/cn/shenzhen/ZGSZ
REJECT,"ask_too_high,edge_lt_12pts",Sao Paulo,April 27,SBGR,NO,35,C,higher,28,1.0,0.992,0.995,0.005,5236.601346,24216.99022,6.55,False,Will the highest temperature in Sao Paulo be 35°C or higher on April 27?,https://polymarket.com/event/highest-temperature-in-sao-paulo-on-april-27-2026,https://www.wunderground.com/history/daily/br/guarulhos/SBGR
REJECT,"ask_too_high,edge_lt_12pts",Miami,April 27,KMIA,NO,94,F,higher,29,0.9999,0.992,0.995,0.0049,3290.960978,25205.94997,6.15,False,Will the highest temperature in Miami be 94°F or higher on April 27?,https://polymarket.com/event/highest-temperature-in-miami-on-april-27-2026,https://www.wunderground.com/history/daily/us/fl/miami/KMIA
REJECT,"ask_too_high,edge_lt_12pts",Mexico City,April 26,MMMX,YES,26,C,higher,29,0.9938,0.984,0.989,0.0048,32836.673942999994,116540.6085,12.05,False,Will the highest temperature in Mexico City be 26°C or higher on April 26?,https://polymarket.com/event/highest-temperature-in-mexico-city-on-april-26-2026,https://www.wunderground.com/history/daily/mx/mexico-city/MMMX
REJECT,"ask_too_high,edge_lt_12pts",Guangzhou,April 27,ZGGG,NO,34,C,higher,30,0.9938,0.982,0.989,0.0048,1379.104995,12621.85902,3.91,False,Will the highest temperature in Guangzhou be 34°C or higher on April 27?,https://polymarket.com/event/highest-temperature-in-guangzhou-on-april-27-2026,https://www.wunderground.com/history/daily/cn/guangzhou/ZGGG
REJECT,"ask_too_high,edge_lt_12pts",Wuhan,April 27,ZHHH,NO,30,C,higher,25,0.9993,0.991,0.995,0.0043,1638.514567,28586.73722,5.76,False,Will the highest temperature in Wuhan be 30°C or higher on April 27?,https://polymarket.com/event/highest-temperature-in-wuhan-on-april-27-2026,https://www.wunderground.com/history/daily/cn/wuhan/ZHHH
REJECT,"ask_too_high,edge_lt_12pts",Busan,April 26,RKPK,NO,27,C,higher,22,0.9993,0.99,0.995,0.0043,5826.696852999999,28159.3864,6.6,False,Will the highest temperature in Busan be 27°C or higher on April 26?,https://polymarket.com/event/highest-temperature-in-busan-on-april-26-2026,https://www.wunderground.com/history/daily/kr/busan/RKPK
REJECT,"ask_too_high,edge_lt_12pts",Cape Town,April 27,FACT,NO,21,C,higher,16,0.9993,0.991,0.995,0.0043,856.082417,17583.73721,5.0,False,Will the highest temperature in Cape Town be 21°C or higher on April 27?,https://polymarket.com/event/highest-temperature-in-cape-town-on-april-27-2026,https://www.wunderground.com/history/daily/za/matroosfontein/FACT
REJECT,edge_lt_12pts,Manila,April 26,RPLL,YES,40,C,higher,36,0.0062,0.001,0.002,0.0042,8711.54746,17313.16934,6.49,False,Will the highest temperature in Manila be 40°C or higher on April 26?,https://polymarket.com/event/highest-temperature-in-manila-on-april-26-2026,https://www.wunderground.com/history/daily/ph/manila/RPLL
REJECT,"ask_too_high,edge_lt_12pts",Los Angeles,April 27,KLAX,NO,74,F,higher,19,0.9981,0.991,0.994,0.0041,4890.2684739999995,20437.48542,6.39,False,Will the highest temperature in Los Angeles be 74°F or higher on April 27?,https://polymarket.com/event/highest-temperature-in-los-angeles-on-april-27-2026,https://www.wunderground.com/history/daily/us/ca/los-angeles/KLAX
REJECT,"ask_too_high,edge_lt_12pts",Lagos,April 26,DNMM,NO,37,C,higher,30,1.0,0.99,0.996,0.004,7852.411009,31249.87474,6.97,False,Will the highest temperature in Lagos be 37°C or higher on April 26?,https://polymarket.com/event/highest-temperature-in-lagos-on-april-26-2026,https://www.wunderground.com/history/daily/ng/lagos/DNMM
REJECT,"ask_too_high,edge_lt_12pts",Toronto,April 26,CYYZ,NO,18,C,higher,14,0.9938,0.985,0.99,0.0038,15893.660515999998,34866.8624,8.56,False,Will the highest temperature in Toronto be 18°C or higher on April 26?,https://polymarket.com/event/highest-temperature-in-toronto-on-april-26-2026,https://www.wunderground.com/history/daily/ca/mississauga/CYYZ
REJECT,"ask_too_high,edge_lt_12pts",Busan,April 27,RKPK,NO,28,C,higher,24,0.9938,0.989,0.99,0.0038,789.941864,33158.66737,5.54,False,Will the highest temperature in Busan be 28°C or higher on April 27?,https://polymarket.com/event/highest-temperature-in-busan-on-april-27-2026,https://www.wunderground.com/history/daily/kr/busan/RKPK
REJECT,"ask_too_high,edge_lt_12pts",Miami,April 26,KMIA,NO,92,F,higher,29,0.9981,0.994,0.995,0.0031,21801.384587999997,53789.45497,9.67,False,Will the highest temperature in Miami be 92°F or higher on April 26?,https://polymarket.com/event/highest-temperature-in-miami-on-april-26-2026,https://www.wunderground.com/history/daily/us/fl/miami/KMIA
REJECT,"ask_too_high,edge_lt_12pts",New York City,April 27,KLGA,NO,74,F,higher,19,0.9981,0.991,0.995,0.0031,5394.916318,21269.40802,6.39,False,Will the highest temperature in New York City be 74°F or higher on April 27?,https://polymarket.com/event/highest-temperature-in-nyc-on-april-27-2026,https://www.wunderground.com/history/daily/us/ny/new-york-city/KLGA
REJECT,"ask_too_high,edge_lt_12pts",Austin,April 25,KAUS,YES,82,F,higher,33,1.0,0.993,0.997,0.003,22478.56439,12237.15639,7.85,False,Will the highest temperature in Austin be 82°F or higher on April 25?,https://polymarket.com/event/highest-temperature-in-austin-on-april-25-2026,https://www.wunderground.com/history/daily/us/tx/austin/KAUS
REJECT,"ask_too_high,edge_lt_12pts",San Francisco,April 25,KSFO,NO,68,F,higher,15,0.9996,0.993,0.997,0.0026,29560.191186000004,10904.68458,8.9,False,Will the highest temperature in San Francisco be 68°F or higher on April 25?,https://polymarket.com/event/highest-temperature-in-san-francisco-on-april-25-2026,https://www.wunderground.com/history/daily/us/ca/san-francisco/KSFO
REJECT,"ask_too_high,edge_lt_12pts",Amsterdam,April 27,EHAM,NO,21,C,higher,16,0.9993,0.995,0.997,0.0023,1045.039467,19141.73171,5.23,False,Will the highest temperature in Amsterdam be 21°C or higher on April 27?,https://polymarket.com/event/highest-temperature-in-amsterdam-on-april-27-2026,https://www.wunderground.com/history/daily/nl/schiphol/EHAM
REJECT,edge_lt_12pts,Panama City,April 27,MPMG,NO,32,C,higher,33,0.142,0.13,0.14,0.002,3233.338368,46570.49817,5.85,False,Will the highest temperature in Panama City be 32°C or higher on April 27?,https://polymarket.com/event/highest-temperature-in-panama-city-on-april-27-2026,https://www.wunderground.com/history/daily/pa/panama-city/MPMG
REJECT,"ask_too_high,edge_lt_12pts",Atlanta,April 27,KATL,NO,90,F,higher,25,1.0,0.995,0.998,0.002,3504.796662,31134.0132,5.9,False,Will the highest temperature in Atlanta be 90°F or higher on April 27?,https://polymarket.com/event/highest-temperature-in-atlanta-on-april-27-2026,https://www.wunderground.com/history/daily/us/ga/atlanta/KATL
REJECT,"ask_too_high,edge_lt_12pts",Guangzhou,April 26,ZGGG,NO,36,C,higher,31,0.9993,0.994,0.998,0.0013,8468.175405,13669.49463,5.25,False,Will the highest temperature in Guangzhou be 36°C or higher on April 26?,https://polymarket.com/event/highest-temperature-in-guangzhou-on-april-26-2026,https://www.wunderground.com/history/daily/cn/guangzhou/ZGGG
REJECT,"ask_too_high,edge_lt_12pts",Los Angeles,April 26,KLAX,NO,74,F,higher,19,0.9981,0.992,0.997,0.0011,8850.395007000001,46625.48773,6.88,False,Will the highest temperature in Los Angeles be 74°F or higher on April 26?,https://polymarket.com/event/highest-temperature-in-los-angeles-on-april-26-2026,https://www.wunderground.com/history/daily/us/ca/los-angeles/KLAX
REJECT,"ask_too_high,edge_lt_12pts",New York City,April 26,KLGA,NO,68,F,higher,12,1.0,0.998,0.999,0.001,29242.082319,52382.04611,10.95,False,Will the highest temperature in New York City be 68°F or higher on April 26?,https://polymarket.com/event/highest-temperature-in-nyc-on-april-26-2026,https://www.wunderground.com/history/daily/us/ny/new-york-city/KLGA
REJECT,"ask_too_high,edge_lt_12pts",Cape Town,April 26,FACT,NO,23,C,higher,16,1.0,0.995,0.999,0.001,6336.426042,46019.53097,6.37,False,Will the highest temperature in Cape Town be 23°C or higher on April 26?,https://polymarket.com/event/highest-temperature-in-cape-town-on-april-26-2026,https://www.wunderground.com/history/daily/za/matroosfontein/FACT
REJECT,"already_held,ask_too_high,edge_lt_12pts",Shanghai,April 26,ZSPD,NO,28,C,higher,22,1.0,0.998,0.999,0.001,54326.251264000006,42986.45696,15.1,True,Will the highest temperature in Shanghai be 28°C or higher on April 26?,https://polymarket.com/event/highest-temperature-in-shanghai-on-april-26-2026,https://www.wunderground.com/history/daily/cn/shanghai/ZSPD
REJECT,"ask_too_high,edge_lt_12pts",Taipei,April 26,RCSS,NO,33,C,higher,27,1.0,0.994,0.999,0.001,18305.788422999998,19085.60831,8.53,False,Will the highest temperature in Taipei be 33°C or higher on April 26?,https://polymarket.com/event/highest-temperature-in-taipei-on-april-26-2026,https://www.wunderground.com/history/daily/tw/taipei/RCSS
REJECT,"ask_too_high,edge_lt_12pts",Los Angeles,April 25,KLAX,NO,74,F,higher,18,0.9998,0.995,0.999,0.0008,32398.257055000002,328072.6274,11.56,False,Will the highest temperature in Los Angeles be 74°F or higher on April 25?,https://polymarket.com/event/highest-temperature-in-los-angeles-on-april-25-2026,https://www.wunderground.com/history/daily/us/ca/los-angeles/KLAX
REJECT,"ask_too_high,edge_lt_12pts",Singapore,April 26,WSSS,NO,36,C,higher,32,0.9938,0.991,0.993,0.0008,28074.980674,48637.46558,10.69,False,Will the highest temperature in Singapore be 36°C or higher on April 26?,https://polymarket.com/event/highest-temperature-in-singapore-on-april-26-2026,https://www.wunderground.com/history/daily/sg/singapore/WSSS
REJECT,"ask_too_high,edge_lt_12pts",Wellington,April 27,NZWN,NO,20,C,higher,16,0.9938,0.99,0.993,0.0008,2427.232931,47600.51325,5.56,False,Will the highest temperature in Wellington be 20°C or higher on April 27?,https://polymarket.com/event/highest-temperature-in-wellington-on-april-27-2026,https://www.wunderground.com/history/daily/nz/wellington/NZWN
REJECT,"ask_too_high,edge_lt_12pts",Beijing,April 27,ZBAA,NO,27,C,higher,23,0.9938,0.99,0.993,0.0008,3675.638301,34176.8309,5.81,False,Will the highest temperature in Beijing be 27°C or higher on April 27?,https://polymarket.com/event/highest-temperature-in-beijing-on-april-27-2026,https://www.wunderground.com/history/daily/cn/beijing/ZBAA
REJECT,"ask_too_high,edge_lt_12pts",New York City,April 25,KLGA,NO,58,F,higher,10,0.9985,0.996,0.998,0.0005,119203.04840600002,8893.37721,12.28,False,Will the highest temperature in New York City be 58°F or higher on April 25?,https://polymarket.com/event/highest-temperature-in-nyc-on-april-25-2026,https://www.wunderground.com/history/daily/us/ny/new-york-city/KLGA
REJECT,"ask_too_high,edge_lt_12pts",Sao Paulo,April 25,SBGR,NO,35,C,higher,30,0.9993,0.998,0.999,0.0003,28082.549432999996,173685.27017,10.65,False,Will the highest temperature in Sao Paulo be 35°C or higher on April 25?,https://polymarket.com/event/highest-temperature-in-sao-paulo-on-april-25-2026,https://www.wunderground.com/history/daily/br/guarulhos/SBGR
REJECT,"ask_too_high,edge_lt_12pts",Jakarta,April 26,WIHH,NO,38,C,higher,33,0.9993,0.997,0.999,0.0003,8407.129591,43343.78194,6.72,False,Will the highest temperature in Jakarta be 38°C or higher on April 26?,https://polymarket.com/event/highest-temperature-in-jakarta-on-april-26-2026,https://www.wunderground.com/history/daily/id/jakarta/WIHH
REJECT,"ask_too_high,edge_lt_12pts",Wuhan,April 26,ZHHH,NO,35,C,higher,30,0.9993,0.995,0.999,0.0003,10289.701964,41572.78197,7.09,False,Will the highest temperature in Wuhan be 35°C or higher on April 26?,https://polymarket.com/event/highest-temperature-in-wuhan-on-april-26-2026,https://www.wunderground.com/history/daily/cn/wuhan/ZHHH
